,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
8073,37NRNwqKLqtzMpVfBuhl0n,Ella Fitzgerald;Louis Armstrong,Desayuno en calma,They Can't Take That Away From Me,0,277706,False,0.551,0.232,3,-13.619,1,0.0782,0.626,0.0,0.13,0.394,103.308,4.0,blues
32857,7dtd2ftna756S7pTHjhMLC,Dualist Inquiry,Doppelganger,Soleil,25,269373,False,0.65,0.37,4,-7.405,1,0.0468,0.872,0.704,0.198,0.152,145.934,4.0,electronic
26910,7HSc2wpHlXKIl8SCZK7zsP,Benny Martin,Here Comes the Sun (Piano Instrumental),Here Comes the Sun (Piano Instrumental),18,203705,False,0.329,0.0607,9,-28.31,1,0.0507,0.994,0.88,0.0858,0.421,93.948,0.0,disney
9944,2ratns7fs6TCv7qoz69gSq,Padre Marcelo Rossi,Imaculada (Ao Vivo),Acaso Não Sabeis - Ao Vivo,43,328677,False,0.548,0.496,1,-7.619,1,0.025,0.189,0.00787,0.976,0.469,97.916,4.0,brazil
38120,5RrHzXKmwVd5BCq4UzyJPd,Arctic Monkeys,Favourite Worst Nightmare,D is for Dangerous,63,138106,False,0.555,0.925,1,-4.689,1,0.0362,1.09e-05,0.000161,0.0659,0.77,145.061,4.0,garage
2698,69UZ7jq0OEfymnk2mmXScI,White Zombie,Rock & Halloween,Thunder Kiss '65,0,234466,False,0.636,0.937,9,-3.94,1,0.044,0.00117,0.000223,0.54,0.395,112.641,4.0,alt-rock
37008,7uPX5QKvIT28CEIXTvp0tr,Anitta;Missy Elliott,The Look - R&B Feels,Lobby,0,157837,False,0.759,0.711,0,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4.0,funk
28532,0lG80MwXEbuJyCXHX6xnJ3,Tritonal,Tritonia 399,Tritonia - Intro,20,59623,False,0.344,0.822,9,-9.224,1,0.38,0.0861,2.28e-05,0.354,0.244,80.955,1.0,dub
27401,5utTwbiYVzAQILX18liKiz,NERO,Satisfy,Satisfy,46,284516,False,0.497,0.953,7,-4.249,0,0.12,0.00384,0.411,0.31,0.0486,123.985,4.0,drum-and-bass
11735,6EHuOufBeL6vk3TvVJB5qo,The Beatles,Please Please Me (Remastered),Please Please Me - Remastered 2009,58,120853,False,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,4.0,british
20842,5fImX57te2ofsdSqWuF4Pl,Anne-Marie;Saweetie;Ms Banks,2Step - Pop R'n'B,2002 - Saweetie & Ms Banks Remix,1,226920,False,0.737,0.654,1,-4.784,0,0.165,0.00355,0.0,0.126,0.5,95.635,4.0,dance
37961,739cbHTqihOPlsGal5yfOk,Bruno Gadiol,paixão vs amor,paixão vs amor,43,164060,False,0.72,0.747,11,-7.518,1,0.0703,0.304,0.0,0.134,0.85,158.032,4.0,funk
31808,4ZTTUAjJCd4NMZmIU7RB4c,Alesso;Liam Payne,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),65,220140,False,0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028,4.0,electro
32200,6qMcBfQ3Dy3Cn6q27tcQDR,Apparat,"Goodbye (Theme from Dark, a Netflix Original Series)","Goodbye - Theme from Dark, a Netflix Original Series",40,256786,False,0.483,0.456,1,-14.013,0,0.0439,0.396,0.571,0.301,0.183,87.154,4.0,electronic
3421,1yXOiLikkgT70ND5Sj9Ov7,Smash Mouth,Halloween Party 2022,All Star,0,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,4.0,alternative
20566,31HFDml54UrGjTa4UeKhyv,Sean Paul;Dua Lipa,Autopilot,No Lie,0,221176,False,0.742,0.883,7,-2.862,1,0.118,0.0468,0.0,0.206,0.464,102.044,4.0,dance
17122,7I8UTLiBA1ptFm04WulwhH,Arca,KICK ii,Prada,58,163348,False,0.619,0.712,4,-6.893,0,0.0328,0.103,0.0,0.24,0.35,95.025,4.0,club
7030,7lu2eEEtAtRey3fulFeAxg,Leftover Salmon,Euphoria,Funky Mountain Fogdown,37,150373,False,0.43,0.902,2,-8.924,1,0.0447,0.0393,0.847,0.0489,0.928,161.404,4.0,bluegrass
29866,2ZkQDs0kJlNJzdnVgi2j52,Dirtyphonics;Ecraze;Evilnoiz,Pantheon (EVILNOIZ Remix),Pantheon - Evilnoiz Remix,36,254896,False,0.48,0.979,11,0.006,1,0.166,0.0854,0.000298,0.267,0.18,144.774,4.0,dubstep
8634,1A0KxVbaI0oubcZBZOSr2t,Matt Taylor,Straight as a Die (Extended),I Remember When I Was Young - Bonus Track,36,238680,False,0.69,0.573,7,-7.94,1,0.0738,0.0616,0.0,0.178,0.694,121.372,4.0,blues
29634,6H8qW0UoLvVWFaE0sms6NK,GG Magree,My Wicked,My Wicked,42,233048,False,0.333,0.805,0,-4.376,1,0.0433,0.0856,0.0,0.285,0.175,163.969,4.0,dubstep
24264,6VVpsgGCZC8ACxr5Yq7qVk,Juan Atkins,Archiv #07,I Love You,10,444439,False,0.593,0.729,9,-10.98,0,0.0381,1.28e-05,0.558,0.098,0.32,119.97,4.0,detroit-techno
9300,6Q2Lb0R6siWVAF6DFvLXRF,HAWK.;Reznikov;Alex Albino,Beggin' (Remix),Beggin' - Remix,55,140947,False,0.708,0.73,11,-7.08,0,0.0658,0.125,0.0,0.0855,0.644,125.994,4.0,brazil
26740,569dvIIgoXk5Q4jwONOzfm,Randy Newman,Good Old Boys,Back on My Feet Again - 2002 Remaster,21,201600,False,0.74,0.568,2,-10.676,1,0.0286,0.633,8.04e-05,0.0745,0.855,111.72,4.0,disney
17753,5MKI1qLfoj0YFzuZ9lhRzN,Zamilska,Undone,Ruin,41,216000,False,0.423,0.873,6,-6.453,1,0.077,0.484,0.807,0.143,0.312,159.939,4.0,club
31152,0d2iYfpKoM0QCKvcLCkBao,benny blanco;Halsey;Khalid,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),75,173799,False,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,4.0,electro
21285,5Y0WJtsVB8iHfpBbjbd2zd,E-Dee,Elevate,Victorious,39,158846,False,0.768,0.716,10,-7.209,0,0.325,0.135,0.0,0.162,0.633,100.04,4.0,dancehall
3218,10nyNJ6zNy2YVYLrcwLccB,Radiohead,OK Computer,No Surprises,82,229120,False,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4.0,alternative
37213,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg;Pharrell Williams,R&G (Rhythm & Gangsta): The Masterpiece,Drop It Like It's Hot,77,266066,True,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,4.0,funk
30252,2FyB6FVV2F35wh175H6IeZ,Zaeden;Stunnah Beatz,Lagda Na,Lagda Na,53,137142,False,0.67,0.587,8,-7.82,0,0.0522,0.43,0.0,0.132,0.67,167.873,4.0,edm
24507,2yEVnWt3dUUMqDWvBhPNjL,Octave One,Locus of Control Vol. 1,Injection,6,525714,False,0.654,0.695,7,-8.856,1,0.0335,0.00219,0.835,0.127,0.584,126.001,4.0,detroit-techno
24695,1GjMLMBfKtb5dEbSQeCerg,Jeff Mills,Three Ages,The Only Way Out,6,201160,False,0.701,0.485,10,-19.256,0,0.0574,0.0763,0.895,0.0999,0.943,119.441,4.0,detroit-techno
6986,7gPherwdZt8Pdh8Srhw5HR,Carpathian Forest,Black Shining Leather,Lunar Nights,16,394373,True,0.171,0.807,8,-7.643,0,0.055,3.31e-06,0.84,0.156,0.151,124.244,4.0,black-metal
5045,4Av96uADG9Xi7iJFHrbqFJ,Mrs. GREEN APPLE,J-Pop 輕旅行,lovin',1,155906,False,0.44,0.94,11,-2.057,0,0.0706,0.0362,0.0,0.31,0.858,123.572,4.0,anime
8966,3qebSLgUwaEqbwCM5sj5Kh,Jimi Hendrix,Axis: Bold As Love,Castles Made of Sand,62,168920,False,0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,4.0,blues
10805,7aw9aEVnkfyP7rnuILjMaZ,The Prodigy,Invaders Must Die,Run With The Wolves,4,264240,False,0.477,0.953,11,-5.211,0,0.15,0.000455,0.0163,0.198,0.248,165.995,4.0,breakbeat
17507,6FtUUBRsv1YCZNhgLcebDQ,KLOUD,ERROR,ERROR,38,240000,False,0.527,0.749,10,-5.774,0,0.0459,0.0145,0.542,0.129,0.0926,116.028,4.0,club
10317,7Lhg4PKia0fKjv7A9jDHBk,Audio Bullys,Generation,Generation,15,204146,True,0.789,0.661,5,-2.798,0,0.283,0.0888,1.87e-05,0.0645,0.65,124.964,4.0,breakbeat
34268,0u4rkpmNtgcFxYHepnVF4v,Novo Amor,Bathing Beach,Carry You,68,273106,False,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,4.0,folk
3061,1Pw6eI2cLqAFc6HkpXt38i,Oliver Tree,Tek It - New Noise,I Hate You,3,162877,False,0.737,0.67,9,-6.448,1,0.0985,0.00474,0.0,0.0922,0.525,75.981,4.0,alternative
94,7sUqJ51FGSi3n7x4pYjY3v,The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,0,154440,False,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4.0,acoustic
22876,6bcIyAwnUIF34YelBWqMrS,Therion,Les Épaves,L'amour est bleu - Mellow Version,22,207306,False,0.556,0.675,7,-5.169,1,0.0238,0.0248,0.0016,0.144,0.357,105.024,4.0,death-metal
18550,7rE9wYXPgLqZsXVxn2JhU9,Pink Guy,Pink Season,Pink Life,41,190640,True,0.589,0.745,2,-7.883,1,0.41,0.248,0.0,0.246,0.328,131.22,5.0,comedy
29957,1ltehpXIrDY99obn04IxFz,STUCA,Split,Split,41,187163,False,0.617,0.825,1,-5.71,1,0.655,0.0353,0.0273,0.0945,0.345,153.914,4.0,dubstep
41685,13Yj4hoE3dDXk5kY1ZJe4O,Type O Negative,The Origin of the Feces (2007 Reissue),Kill You Tonight,24,136573,False,0.295,0.928,2,-9.212,1,0.0501,0.00292,0.091,0.863,0.212,98.666,4.0,goth
29687,3EEJ63VT1FN3sQod8vd4e8,Dirt Monkey,(RE)EVOLUTION VOL. 2,(RE)EVOLUTION VOL. 2,24,1556883,False,0.528,0.78,2,-5.549,1,0.121,0.0277,0.0168,0.185,0.329,125.065,4.0,dubstep
7507,6c19BYdxx9Asmwsbwm25W4,Della Mae,This World Oft Can Be,Empire,23,172093,False,0.517,0.722,5,-4.83,1,0.0345,0.662,0.000576,0.0812,0.729,136.513,4.0,bluegrass
7127,39CpnbER8qi0lbjLiZZu66,Balsam Range,Five,Moon Over Memphis,29,267226,False,0.61,0.805,11,-5.611,1,0.0306,0.53,0.0204,0.136,0.892,133.987,4.0,bluegrass
9483,3wqZT4IwifLk6vVN4gZdGT,Esther Marcos;Marcelo Markes,Bom Bom Pai,Bom Bom Pai,46,308946,False,0.549,0.326,11,-9.176,1,0.0282,0.693,7.09e-06,0.181,0.339,144.894,4.0,brazil
22518,3ZX84QuHbl50xlG4E1rcHe,The Haunted,rEVOLVEr (Deluxe Edition),Sabotage,23,156906,False,0.453,0.991,9,-4.071,1,0.125,3.98e-06,0.19,0.28,0.361,100.125,4.0,death-metal
29127,2OvghkMxxhszSnCszI0RvU,Fairlane,Believer,Believer,47,199111,False,0.69,0.875,10,-3.669,0,0.0791,0.0543,1.2e-05,0.0894,0.455,135.018,4.0,dubstep
41320,5uDWqYSiWqWTXK9CbAKIA8,Within Temptation,Resist (Extended Deluxe),Endless War,46,249360,False,0.452,0.865,3,-4.502,0,0.0511,0.00212,0.0,0.281,0.26,144.988,4.0,goth
41716,0VfusZtO8Uv47dX8zcUY8f,Ivory,Bitterljuvt,Bitterljuvt,24,194430,True,0.735,0.641,6,-5.865,0,0.057,0.32,5.8e-06,0.129,0.645,157.975,4.0,goth
20022,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes;Adam Levine,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),82,210960,False,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4.0,dance
34585,7BVwi9cIzSc6tpyxsp47vJ,Vance Joy,Dream Your Life Away,Mess Is Mine,64,223640,False,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,1.0,folk
14728,5p8AYHRMryPs61W0UcXDf4,Atención Atención,¿Donde Está el Sr. Sapo?,La Taza,30,106026,False,0.676,0.73,2,-5.103,1,0.0562,0.0636,0.0,0.169,0.96,129.905,4.0,children
37779,0uIG7B7prBhJT8MFXGxszc,Mc Kadu;Mc Lele JP;Dj Victor;MC Bruno MS,Céu,Céu,43,378666,False,0.713,0.324,5,-5.656,0,0.412,0.852,0.0,0.116,0.603,117.328,5.0,funk
8180,2gVot4EEd2oo2cA0bYJ4wW,Ella Fitzgerald,Holiday Anthems 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4.0,blues
17621,6IIhORHe099lyJlQEc30hM,Irving Force,Corporate Killer,Corporate Killer,44,284454,False,0.589,0.719,7,-8.746,0,0.0549,0.000578,0.115,0.104,0.327,110.002,4.0,club
7396,3D69cFazTiLzq7eD5xqeFw,The Bluegrass Album Band,"The Bluegrass Album, Vol. 2",Your Love Is Like A Flower,24,180333,False,0.495,0.537,11,-11.941,1,0.0321,0.423,0.00335,0.3,0.944,128.607,4.0,bluegrass
1953,1eBZiqiFBtiBXQzZ44YY5N,Gil Joe,Thanksgiving,Thanksgiving,17,173531,False,0.771,0.809,8,-5.36,1,0.048,0.214,0.0,0.0631,0.873,101.066,4.0,afrobeat
39153,3H7ihDc1dqLriiWXwsc2po,Topic;A7S,Breaking Me,Breaking Me,78,166793,False,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,4.0,german
20257,0CGkdIKWvQsgr3zM25jNa8,Charlie Puth,Happy Commute,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0,dance
14063,6zY4JAgARtLxqLasf3RDm2,CoComelon,Nursery Rhymes by CoComelon,London Bridge Is Falling Down,46,125158,False,0.748,0.507,7,-11.522,1,0.0501,0.545,1.09e-05,0.0636,0.942,149.977,4.0,children
6102,4nwkxiAVNFMlF360A80vqQ,Vader,Tibi Et Igni,Triumph of Death,52,225920,False,0.555,0.959,1,-4.58,1,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,4.0,black-metal
33743,5MnOC1HvWEPWQiQubJV4uK,Sickbrain,KRÁLOVSTVÍ,KRÁLOVSTVÍ,35,163546,True,0.772,0.691,11,-6.744,0,0.208,0.238,0.0,0.344,0.69,120.072,4.0,emo
22026,5u3l2TONYacJgmRPQVaF9y,Amon Amarth,Twilight Of The Thunder God,Twilight Of The Thunder God,63,248746,False,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,4.0,death-metal
31545,4l3s49lh5TCsDDCQrnm3ki,Nessa Barrett,Sad Girls,die first,0,177108,False,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4.0,electro
30905,7qfwcqfGOkQYtzjF4UzJHM,David Guetta,Shot Me Down (feat. Skylar Grey),Shot Me Down (feat. Skylar Grey) - Radio Edit,57,191412,False,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,3.0,edm
8527,4x4RXnIbFxrftgJZ58v9Jb,Johnnie Taylor,Eargasm,Running Out Of Lies,39,292000,False,0.626,0.476,9,-8.585,1,0.0477,0.705,0.000133,0.657,0.653,78.762,3.0,blues
18941,1DmEMhOTK07lcpH8anTHLH,Kevin Bloody Wilson,35 Years of Kevin Bloody Wilson,Dictaphone,21,297133,True,0.752,0.72,2,-7.989,1,0.141,0.236,5.45e-05,0.121,0.821,120.236,4.0,comedy
25851,7q8xVdmpBJHNOA6pZq1Hhw,Rampa;WhoMadeWho,They Will EP,Tell Me Are We,50,413314,False,0.62,0.863,6,-8.327,1,0.0377,0.00158,0.705,0.113,0.1,121.995,4.0,disco
2,1iJBSr7s7jYXzM8EGcbK5b,Ingrid Michaelson;ZAYN,To Begin Again,To Begin Again,57,210826,False,0.438,0.359,0,-9.734,1,0.0557,0.21,0.0,0.117,0.12,76.332,4.0,acoustic
26136,5bulpXWEmHEvIkWjSP1WwJ,Diamond Yukai,Toy Story (Original Motion Picture Soundtrack/Japan Release Version),"Strange Things - From ""Toy Story"" / Japanese Version",31,196133,False,0.526,0.509,1,-11.688,1,0.0312,0.102,9.07e-05,0.356,0.673,135.505,4.0,disney
37831,79GgWm5EjKgv2GkgoYqSr6,Leo Santana,Inovando,10 Beijos De Rua,45,186440,False,0.81,0.759,9,-3.994,0,0.037,0.462,0.0,0.25,0.711,122.025,4.0,funk
17378,5qWoMjTxPfhUNDdQMF6hMF,3FORCE,Crossfire,"In the House, In a Heartbeat",41,227692,False,0.3,0.623,2,-7.534,0,0.0313,0.000952,0.945,0.0908,0.0346,156.038,4.0,club
2832,6XqVKktG8x1CdAzYgXAa0o,Las Pastillas del Abuelo,Crisis,Me Juego el Corazón?,45,215946,False,0.665,0.826,6,-5.207,0,0.041,0.195,0.0,0.104,0.918,116.009,4.0,alt-rock
37706,0DWUfq7vSAArkz82XHnuGm,WC no Beat;LUDMILLA;Vitão,SEM LIMITES,SEM LIMITES,44,171370,True,0.721,0.599,4,-5.41,0,0.299,0.416,0.0,0.14,0.665,141.946,4.0,funk
8783,1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Freeze Frame,Centerfold,74,216533,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,4.0,blues
13497,55wThEelHjDRIgjspcochp,Fast Eddie,Make Some Noise,Make Some Noise - Original,7,303902,False,0.771,0.942,2,-5.131,1,0.0697,0.000299,0.0387,0.672,0.627,123.367,4.0,chicago-house
29299,7pcK9LVLKWa74VrXIBfufo,Seven Lions;Mija,Beyond The Veil,Never Learn (feat. Mija),0,220713,False,0.439,0.544,0,-7.447,1,0.0373,0.554,1.35e-05,0.163,0.452,141.89,4.0,dubstep
27373,5kLAcA8AEzTN5kmVJ5mPXP,Artificial Intelligence,The Series,Savour,18,273488,False,0.61,0.706,1,-5.682,0,0.0476,0.0196,0.808,0.153,0.0825,85.999,4.0,drum-and-bass
9769,16oVqtzrcrdzQvtIRnA2Wx,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",De Volta À Cena,44,121853,False,0.794,0.752,9,-7.935,1,0.853,0.567,0.0,0.479,0.32,158.133,4.0,brazil
29145,4fKufgPfBjnVHCZw8abJiQ,Rebel Scum;Dani King;Centrix,Calm Before The Storm,Calm Before The Storm,42,253793,False,0.445,0.984,1,-1.343,1,0.278,0.00591,0.00399,0.173,0.341,173.966,4.0,dubstep
13748,6bpKrH5sJjHNoS4T0hlMkV,Roy Davis Jr.;C.O.D.,The Lost Deep House Trax - Volume One,Midnight Passion,7,474357,False,0.714,0.783,9,-6.518,1,0.0937,0.000185,0.882,0.173,0.614,126.715,4.0,chicago-house
8185,2i6Zgt3uFaupWIcpvRORMn,B.B. King,Home For Christmas 2022,Please Come Home For Christmas,0,291440,False,0.498,0.533,10,-7.337,1,0.0245,0.261,0.0471,0.314,0.288,96.459,3.0,blues
3249,2Ns9vtFyKhGoI0vCFLHQOR,Los Enanitos Verdes,Triste Hora,Eterna Soledad,0,174160,False,0.558,0.403,0,-8.968,1,0.0245,0.328,0.0,0.171,0.148,81.661,4.0,alternative
27789,5YsJ995dkMMsteNo2XUOSv,Friction;McLean,Someone,Someone - Extended Mix,16,293368,False,0.466,0.807,10,-4.775,0,0.0407,0.00126,2.63e-05,0.404,0.358,173.979,4.0,drum-and-bass
11688,68UGKNGREtwsO7fDRwftZ2,Richard Hawley,Lady's Bridge,Tonight the Streets Are Ours,49,222506,False,0.532,0.686,5,-9.041,1,0.0278,0.00142,0.0,0.144,0.743,132.031,4.0,british
16956,2aT6dQEodVwJAfIVJU4frl,Wolfgang Amadeus Mozart;Franz Schessl;Andreas Röhn;Yang Wen Sinn,Mozart - Inspiring Classics,"Canon in C, K.508A",6,55293,False,0.375,0.226,9,-19.704,0,0.0486,0.986,0.652,0.0886,0.857,71.455,3.0,classical
17594,26K3adqoohq5BQh1K3qhNY,Glee Cast;Darren Criss,Glee: The Music presents The Warblers,Raise Your Glass (feat. Darren Criss),47,198466,False,0.756,0.659,4,-5.593,1,0.0709,0.135,0.0,0.355,0.861,122.022,4.0,club
2538,6qtDW5A9dgCyjhQZSGRlcu,Enjambre,Proaño,Nueve,49,211240,False,0.466,0.832,4,-5.235,1,0.047,0.0277,0.627,0.156,0.509,132.054,4.0,alt-rock
18975,7zAga7m9usOmqYJ0ArrYct,Hva Snakker Du Om?;Anders Matthesen;Bossy Bo,Den Ka' Byttes V:O:L:01:00,Ludo,21,144200,False,0.721,0.47,0,-9.787,1,0.946,0.568,0.0,0.515,0.623,121.94,3.0,comedy
32358,5GokpIAufFJxKqkJgRtdKD,DJ Snake;Skrillex,Encore,Sahara,47,258346,False,0.582,0.929,9,-1.345,0,0.034,0.00067,0.36,0.0795,0.0839,102.985,4.0,electronic
32132,295xtgZ3JSGn94tYWbM5QG,Lucky Luke,Give It to Me,Give It To Me,68,186239,False,0.844,0.789,5,-4.877,0,0.0901,0.0112,0.00262,0.0602,0.8,125.016,4.0,electronic
41754,1HQlCCa3tbPkx4hYPZBwbg,O'Death,Out Of Hands We Go,Roam,22,236190,False,0.424,0.675,2,-7.982,0,0.0499,0.647,0.127,0.101,0.566,128.97,4.0,goth
23115,2KMJ5CoxY4ECG9TZyNWmpv,Robin Schulz;Akon,Sugar,Heatwave (feat. Akon),58,187126,False,0.702,0.82,7,-4.323,0,0.063,0.196,0.0,0.156,0.52,107.936,4.0,deep-house
15559,0ehkk1gZnBnh76pF2SdIPu,Timmies;Mishaal,missing angel,be someone to never lose,51,98995,False,0.785,0.3,11,-9.348,1,0.0709,0.779,6.83e-06,0.165,0.528,96.986,4.0,chill
40033,22VpC56TcW8JL7oiCeEGJI,Valesca Mayssa,Árvore Cortada,Árvore Cortada,53,423915,False,0.387,0.458,5,-9.953,1,0.0344,0.297,0.0,0.117,0.346,138.32,4.0,gospel
16899,4N9wT4gXdCIVIoyYrGQ5ms,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - All Day Classics,"Contredanse in E flat, K.607 ""Il Trionfo delle Donne""",8,85000,False,0.636,0.203,3,-14.286,1,0.0412,0.964,0.326,0.171,0.717,118.5,4.0,classical
35224,4HjzAVr3dG5iK9tJizIekc,Robério e Seus Teclados,"Robério e Seus Teclados, Vol. 9",Pequenininha,44,227413,False,0.705,0.782,9,-6.692,1,0.0379,0.017,0.0,0.0741,0.96,179.873,4.0,forro
26366,5bdbKyotXVfcvkFww1A9lb,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Frühstücksfragen,23,85866,False,0.497,0.102,7,-23.235,1,0.0536,0.891,0.75,0.0947,0.12,127.724,4.0,disney
39786,4FQlpdVvtkaJGnO3rnTGYZ,Teuterekordz,Kein Nirvana,Delirium,39,174161,False,0.861,0.76,0,-5.943,1,0.0602,0.0655,0.00534,0.118,0.407,160.0,4.0,german
2584,14OePRS8B28wHaZ3g6sv9w,Fountains Of Wayne,Alternative Christmas 2022,I Want An Alien For Christmas,0,141586,False,0.479,0.802,9,-9.03,1,0.0512,0.0117,0.0,0.333,0.625,148.658,4.0,alt-rock
16535,1mSOzHkNdoUlCNjEVKRysM,Nithyasree Mahadevan,Chandramukhi,Varam Nan Unai,31,318511,False,0.446,0.728,5,-7.137,0,0.124,0.0914,0.000156,0.0599,0.407,93.686,4.0,classical
37488,03Gkwcxnqw20G27uEvIxSM,The Supremes,A Very 60s Christmas,Born Of Mary - Stereo,0,168493,False,0.445,0.364,8,-11.775,1,0.0263,0.681,0.0,0.331,0.127,100.755,3.0,funk
4578,6qr4bldy3y451hApJFEWqa,Flower Face,The Shark in Your Water,Sugar Water,46,198592,False,0.487,0.604,0,-5.14,1,0.0319,0.601,0.0,0.144,0.827,162.973,4.0,ambient
3697,2panoBuJZ4gZWvMwycOoRO,Los Bunkers,Modo trabajación,Ángel Para Un Final,0,243160,False,0.259,0.654,6,-3.858,0,0.0331,0.025,0.0,0.219,0.452,181.893,3.0,alternative
2386,5wSagCWflNwJ1xM59ZKw6O,Pato Fu,Gol de Quem?,Sobre o Tempo,52,207533,False,0.633,0.551,11,-12.294,1,0.0427,0.00731,0.123,0.144,0.427,94.946,4.0,alt-rock
30894,1XqIxigWCw3zeJH7AjqI9p,twocolors,Autumn Vibes 2022,Lovefool,0,190733,False,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,4.0,edm
7422,6F8Gt6lMzHK8YTk5SBihDj,Della Mae;Avril Smith;Alison Brown,The Butcher Shoppe EP,Sixteen Tons,23,255613,False,0.723,0.409,4,-9.429,0,0.0407,0.81,7.39e-06,0.1,0.587,113.613,4.0,bluegrass
19869,60mjh18gaMX1yrZPcAjtNB,Tyler Childers,Bottles and Bibles,We've Had Our Fun,43,187173,False,0.574,0.306,11,-11.877,0,0.0292,0.865,0.00258,0.117,0.491,90.575,4.0,country
4564,3UzhPHPHbQidgxE8oScTxU,Ludovico Einaudi;Franco Feruglio;Mauro Loguercio;Gabriele Baffero;Antonello Leofreddi;Marco Decimo,Undiscovered,Fuori Dal Mondo - Remastered 2020,52,299120,False,0.118,0.134,7,-18.708,1,0.04,0.673,0.804,0.108,0.0572,82.743,3.0,ambient
10433,4bvoh5rKs3UFZdtUo7AZ5Y,DJ Fixx;Keith Mackenzie,Got That Booty,Got That Booty - Original Mix,14,198746,False,0.768,0.92,1,-6.656,0,0.0442,0.00611,0.592,0.0498,0.834,127.97,4.0,breakbeat
1215,0ef9BxWhaAOvzqsDuDLp2a,Becca Folkes;Happi,12 Rounds (feat. Happi),12 Rounds (feat. Happi),25,166373,False,0.725,0.611,4,-7.218,0,0.128,0.086,0.0,0.504,0.415,101.012,4.0,afrobeat
2559,2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Superunknown (Deluxe Edition),Black Hole Sun,77,318586,False,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0,alt-rock
18008,2zpQ30BpR6teeCeivQoo5p,The Lonely Island;Justin Timberlake,Turtleneck & Chain (Explicit Version),Motherlover,58,169506,True,0.762,0.708,2,-6.297,1,0.0573,0.0191,0.000374,0.145,0.639,131.22,4.0,comedy
34970,2hFDO1f9t96wZZdQnn5ejI,Dermot Kennedy,Songs of Sonder,Kiss Me,68,229436,False,0.646,0.863,0,-2.046,0,0.0367,0.00203,0.0,0.0686,0.459,120.08,4.0,folk
27668,39IPJdqCUTF1oaCRntH4Yl,K Motionz,One Night Only,One Night Only,16,281379,False,0.679,0.968,6,-4.55,1,0.344,0.0169,0.315,0.106,0.456,86.925,4.0,drum-and-bass
33952,1a9rOeuuSEYpyRupt4D1Po,6 Dogs,Saturn,Saturn,56,96233,False,0.764,0.342,6,-10.641,0,0.0633,0.886,0.000199,0.118,0.377,139.895,4.0,emo
24275,4jGdYbYXLSnSMp5yXEvJJD,Robert Hood,Soma500 (Slam Remixes),The Bond We Formed - Slam Remix,10,433696,False,0.619,0.674,6,-10.683,0,0.0571,0.646,0.963,0.0986,0.167,126.985,5.0,detroit-techno
